id,Lisboa,Result,Log,Order,comissao_coordenadora,grupo_contacto,Apoio_Contacto,Apoio_Coordenadora,Age,Internet,Previous.party,Female
681,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
682,NA,NA,NA,NA,0,1,3,0,NA,NA,NA,NA
683,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
684,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
685,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
686,1,38.14,3.6412636002,1,0,1,7,2,35,1,0,1
687,1,2.04,0.7129498079,1,0,0,0,0,40,0,0,1
688,1,2.99,1.0952733874,2,0,0,5,1,20,0,0,1
689,1,4.93,1.5953389881,1,0,0,0,0,57,0,0,1
690,1,3.88,1.3558351536,1,0,0,1,0,27,1,0,1
691,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
692,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
693,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
694,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
695,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
696,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
697,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
698,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
699,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
700,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
701,1,6.52,1.8748743759,2,0,0,4,2,40,1,0,0
702,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
703,1,2.52,0.9242589015,1,0,0,0,1,39,0,0,0
704,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
705,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
706,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
707,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
708,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
709,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
710,1,13.56,2.6071242825,1,0,0,6,3,33,0,0,0
711,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
712,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
713,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
714,1,3.53,1.2612978709,1,0,0,0,2,44,0,0,0
715,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
716,1,2.35,0.8544153282,1,0,0,3,0,50,0,0,0
717,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
718,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
719,1,7.22,1.9768549529,1,0,0,1,0,45,0,0,1
720,1,1.52,0.4187103349,2,0,0,0,0,40,0,0,1
721,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
722,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
723,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
724,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
725,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
726,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
727,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
728,1,25.2,3.2268439945,1,0,0,1,5,45,1,1,0
729,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
730,NA,NA,NA,NA,0,0,4,4,NA,NA,NA,NA
731,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
732,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
733,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
734,NA,NA,NA,NA,0,0,3,1,NA,NA,NA,NA
735,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
736,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
737,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
738,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
739,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
740,1,13.49,2.6019486702,2,0,0,1,1,47,1,1,0
741,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
742,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
743,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
744,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
745,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA
746,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
747,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
748,1,8.89,2.1849270495,2,1,0,5,2,44,1,0,1
749,1,12.48,2.5241273629,1,0,0,0,3,59,1,1,1
750,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
751,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
752,1,3.81,1.3376291891,1,0,0,0,0,48,1,0,1
753,1,13.23,2.5824869781,1,0,0,0,1,45,1,0,1
754,1,5.9,1.7749523509,1,0,0,0,1,44,0,1,0
755,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
756,1,16.85,2.8243506568,1,1,0,0,2,60,1,1,0
757,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
758,NA,NA,NA,NA,0,1,3,0,NA,NA,NA,NA
759,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
760,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
761,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
762,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
763,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
764,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
765,1,7.57,2.0241930674,1,0,0,1,2,51,0,1,0
766,1,4.59,1.5238800241,2,0,0,5,2,25,1,0,0
767,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
768,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
769,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
770,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
771,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
772,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
773,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
774,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
775,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
776,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
777,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
778,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
779,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
780,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
781,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
782,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
783,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
784,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
785,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
786,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
787,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
788,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
789,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
790,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
791,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
792,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
793,1,4.31,1.4609379041,2,0,0,2,0,23,1,0,0
794,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
795,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
796,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
797,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
798,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
799,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
800,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
801,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
802,1,18.98,2.9433857932,1,0,0,4,0,40,1,0,0
803,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
804,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
805,NA,NA,NA,NA,1,1,2,5,NA,NA,NA,NA
806,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
807,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
808,1,14.74,2.6905648868,1,0,0,1,0,33,0,0,0
809,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA
810,1,45.68,3.8216605653,1,0,1,5,2,44,1,0,0
811,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA
812,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
813,1,0.32,-1.1394342832,2,0,0,2,0,40,1,0,0
814,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
815,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
816,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
817,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
818,NA,NA,NA,NA,0,0,3,1,NA,NA,NA,NA
819,NA,NA,NA,NA,0,0,0,3,NA,NA,NA,NA
820,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
821,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
822,NA,NA,NA,NA,1,0,1,5,NA,NA,NA,NA
823,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
824,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
825,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
826,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
827,1,24.43,3.1958118853,1,0,0,8,0,37,1,0,1
828,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
829,1,8.25,2.1102132003,1,0,0,0,0,26,0,0,1
830,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
831,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
832,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
833,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
834,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
835,1,2.37,0.8628899551,1,0,0,1,2,46,1,0,0
836,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
837,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
838,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
839,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
840,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
841,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
842,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
843,1,4.23,1.4422019931,1,0,0,0,0,0,0,0,1
844,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
845,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
846,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
847,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
848,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
849,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
850,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
851,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA
852,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
853,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
854,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
855,NA,NA,NA,NA,1,0,0,4,NA,NA,NA,NA
856,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
857,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
858,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
859,1,4.27,1.4516138272,1,0,0,0,0,49,0,0,0
860,1,3.4,1.2237754316,1,0,0,3,0,38,1,0,0
861,NA,NA,NA,NA,0,0,0,3,NA,NA,NA,NA
862,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
863,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
864,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
865,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
866,1,492.71,6.1999207657,1,1,1,12,7,43,1,1,0
867,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
868,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
869,1,27.44,3.3120018029,1,0,0,6,1,32,1,0,1
870,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
871,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
872,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
873,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
874,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
875,1,4.2,1.4350845253,1,0,0,0,0,28,1,0,1
876,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
877,1,6.54,1.8779371655,1,0,0,0,2,42,0,0,1
878,1,3.35,1.2089603458,2,0,0,2,0,24,1,0,1
879,1,4.99,1.6074359098,1,0,0,3,0,21,1,0,1
880,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
881,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
882,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
883,1,3.49,1.2499017362,1,0,0,2,1,43,1,0,1
884,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
885,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
886,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
887,1,13.87,2.6297282343,1,0,0,4,0,40,1,0,0
888,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
889,NA,NA,NA,NA,0,0,5,1,NA,NA,NA,NA
890,NA,NA,NA,NA,0,1,3,0,NA,NA,NA,NA
891,1,16.02,2.7738379416,2,0,0,1,1,26,1,0,1
892,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
893,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
894,1,21.16,3.052112607,1,0,0,4,4,39,1,0,1
895,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
896,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
897,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
898,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
899,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
900,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
901,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
902,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
903,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
904,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
905,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
906,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
907,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
908,1,3.57,1.2725655958,2,0,0,0,1,27,1,0,1
909,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
910,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
911,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
912,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
913,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
914,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
915,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
916,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
917,1,6.2,1.8245492921,1,0,0,0,0,38,1,0,0
918,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
919,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
920,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
921,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
922,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
923,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
924,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
925,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
926,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
927,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
928,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
929,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
930,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA
931,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
932,1,1.48,0.3920420878,3,0,0,5,0,33,1,0,0
933,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
934,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
935,1,4.92,1.5933085305,1,0,0,1,1,44,1,0,1
936,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
937,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
938,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
939,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
940,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
941,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
942,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
943,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
944,1,1.17,0.1570037488,1,0,0,0,1,45,1,1,0
945,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
946,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
947,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
948,1,11.58,2.4492794721,1,0,0,0,2,58,1,0,0
949,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
950,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
951,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
952,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
